#agitated,score=1.42991541495012
#roar,score=1.42991541495012
needs,score=0.213687188963386
asap,score=0.213520090625626
logic,score=0.213520090625626
approach,score=0.213520090625626
ths,score=0.213520090625626
towels,score=0.213520090625626
curfew,score=0.213520090625626
manual,score=0.213520090625626
rusty,score=0.213520090625626
diff,score=0.213520090625626
#pathetic,score=0.213520090625626
squash,score=0.213520090625626
#silence,score=0.213520090625626
unlocked,score=0.213520090625626
baylor,score=0.213520090625626
screenshot,score=0.213520090625626
leftover,score=0.213520090625626
tends,score=0.213520090625626
#envy,score=0.213520090625626
switch,score=0.212398385516426
tone,score=0.212243766266021
whenever,score=0.212182297783966
afford,score=0.211757975632227
brace,score=0.211757975632227
mines,score=0.211757975632227
telling,score=0.211373489637199
acceptable,score=0.211158814439946
#terrible,score=0.210675138493395
cupboard,score=0.210675138493395
chopped,score=0.210675138493395
revenge,score=0.210675138493395
anyway,score=0.210675138493395
hd,score=0.210675138493395
mee,score=0.210675138493395
rule,score=0.210675138493395
5pm,score=0.210675138493395
insane,score=0.210401353412971
bat,score=0.209942269277742
license,score=0.209747924704202
brand,score=0.209658016859683
#fail,score=0.209658016859683
delhi,score=0.209413308672973
migraine,score=0.209413308672973
drunken,score=0.209413308672973
twice,score=0.208964274089765
drove,score=0.208901144769331
twenty,score=0.207924105121505
stopping,score=0.207689170314833
says,score=0.206772694516463
obnoxiously,score=0.206139983328004
severely,score=0.206139983328004
officials,score=0.206139983328004
sins,score=0.206139983328004
rod,score=0.206139983328004
subs,score=0.206139983328004
homophobic,score=0.206139983328004
#nobueno,score=0.206139983328004
specially,score=0.206139983328004
clicked,score=0.206139983328004
snowball,score=0.206139983328004
toll,score=0.206139983328004
forth,score=0.206139983328004
dishwasher,score=0.206139983328004
cope,score=0.206139983328004
sites,score=0.206139983328004
litter,score=0.206139983328004
anywhere,score=0.206139983328004
gcse,score=0.206139983328004
tomato,score=0.206139983328004
fanny,score=0.206139983328004
tweet,score=0.205775333518009
snapchat,score=0.204793786131207
#nosleep,score=0.204551420642866
bike,score=0.204303435520702
always,score=0.204169708137146
accidentally,score=0.203963703905408
tidy,score=0.203963703905408
itself,score=0.203963703905408
beg,score=0.203469754772125
seat,score=0.202921959633803
bubbles,score=0.202685748459916
ass,score=0.201797014075021
tools,score=0.201249998033812
ant,score=0.201249998033812
burrito,score=0.201249998033812
#girls,score=0.201249998033812
sue,score=0.201249998033812
steel,score=0.201249998033812
#get,score=0.201249998033812
donate,score=0.201249998033812
fringe,score=0.201249998033812
stopped,score=0.201088486283481
mine,score=0.201069345879043
cause,score=0.20032253854368
deal,score=0.200206602160162
backs,score=0.199967124220923
up,score=0.198013609230961
delivering,score=0.197771733657487
passengers,score=0.197771733657487
hush,score=0.197771733657487
earthquake,score=0.197771733657487
absurd,score=0.197771733657487
trashed,score=0.197771733657487
gandhi,score=0.197771733657487
teenager,score=0.197771733657487
#nottired,score=0.197771733657487
stir,score=0.197771733657487
ye,score=0.197771733657487
gemma,score=0.197771733657487
mailbox,score=0.197771733657487
dealer,score=0.197771733657487
$50,score=0.197771733657487
systems,score=0.197771733657487
wi,score=0.197771733657487
forms,score=0.197771733657487
jonas,score=0.197771733657487
benefit,score=0.197771733657487
caroline,score=0.197771733657487
#bad,score=0.197771733657487
clique,score=0.197771733657487
formula,score=0.197771733657487
bitten,score=0.197771733657487
spite,score=0.197771733657487
chipotle,score=0.197771733657487
lisp,score=0.197771733657487
rebecca,score=0.197771733657487
timer,score=0.197771733657487
persie,score=0.197771733657487
accident,score=0.197130913385638
describe,score=0.196825212053456
#so,score=0.196383808382639
save,score=0.195789572453496
uses,score=0.195637261128854
preach,score=0.19517095195743
snapchats,score=0.19517095195743
causes,score=0.194443943564812
gets,score=0.194183928333884
karma,score=0.194102004768524
starter,score=0.193152787801192
lik,score=0.193152787801192
he/she,score=0.193152787801192
damaged,score=0.193152787801192
pooped,score=0.193152787801192
whores,score=0.193152787801192
tuition,score=0.193152787801192
upsetting,score=0.193152787801192
cosy,score=0.193152787801192
extension,score=0.193152787801192
restore,score=0.193152787801192
governor,score=0.193152787801192
avoided,score=0.193152787801192
45,score=0.192366315090579
apps,score=0.192304251475353
nails,score=0.192231553281872
steak,score=0.192041058948502
pains,score=0.192041058948502
peoples,score=0.192041058948502
#mean,score=0.192041058948502
teacher,score=0.191932956683654
drain,score=0.191541183906851
rang,score=0.191541183906851
infection,score=0.191541183906851
bam,score=0.191541183906851
jumper,score=0.191541183906851
nt,score=0.191541183906851
jobs,score=0.191337081446708
issues,score=0.191073784973359
hawks,score=0.190224528022104
wireless,score=0.190224528022104
jut,score=0.190224528022104
screamed,score=0.190224528022104
tee,score=0.190224528022104
waits,score=0.190224528022104
evans,score=0.190224528022104
whatsoever,score=0.190224528022104
embarrassment,score=0.190224528022104
vocabulary,score=0.190224528022104
gatorade,score=0.190224528022104
vocal,score=0.190224528022104
need,score=0.189769704258469
try,score=0.189748834140437
saying,score=0.189128637501467
appt,score=0.189128637501467
blankets,score=0.189128637501467
credit,score=0.188803063674726
advantage,score=0.188803063674726
pounding,score=0.188202282641336
jaw,score=0.188202282641336
8pm,score=0.188202282641336
britney,score=0.188202282641336
brushed,score=0.188202282641336
nap,score=0.187692728490184
sorted,score=0.187660424053166
jst,score=0.18740894662194
helicopter,score=0.186721897470902
banned,score=0.186721897470902
makin,score=0.186721897470902
inch,score=0.186721897470902
claims,score=0.186721897470902
bein,score=0.186121116437512
driven,score=0.185591315100616
jeep,score=0.185591315100616
butt,score=0.185271570893255
fire,score=0.185150356323116
lotion,score=0.184699652090134
tesco,score=0.184699652090134
bobby,score=0.184699652090134
rolling,score=0.183978411525151
deffo,score=0.183978411525151
clothes,score=0.183534829593841
suggest,score=0.183382996205387
neck,score=0.182457498684444
bits,score=0.182090728095334
b/c,score=0.181771392311046
arm,score=0.180404481841129
names,score=0.179661858060177
stairs,score=0.17942259498929
unwanted,score=0.177152446454751
sac,score=0.177152446454751
graders,score=0.177152446454751
alll,score=0.177152446454751
000th,score=0.177152446454751
throwin,score=0.177152446454751
dumped,score=0.177152446454751
mornin,score=0.177152446454751
hawk,score=0.177152446454751
ufc,score=0.177152446454751
whispering,score=0.177152446454751
instinct,score=0.177152446454751
#boss,score=0.177152446454751
nigger,score=0.177152446454751
promoting,score=0.177152446454751
snapchatting,score=0.177152446454751
characters,score=0.177152446454751
positions,score=0.177152446454751
explosion,score=0.177152446454751
attacking,score=0.177152446454751
sleepin,score=0.177152446454751
mills,score=0.177152446454751
pj,score=0.177152446454751
#itshardformeto,score=0.177152446454751
#wah,score=0.177152446454751
#laughing,score=0.177152446454751
slacking,score=0.177152446454751
#sister,score=0.177152446454751
corridor,score=0.177152446454751
winds,score=0.177152446454751
#lfc,score=0.177152446454751
finishes,score=0.177152446454751
cell,score=0.177152446454751
buss,score=0.177152446454751
#embarrassing,score=0.177152446454751
updated,score=0.177152446454751
#goodjob,score=0.177152446454751
hallmark,score=0.177152446454751
#technology,score=0.177152446454751
declined,score=0.177152446454751
ki,score=0.177152446454751
jamaican,score=0.177152446454751
crooked,score=0.177152446454751
#collegeprobs,score=0.177152446454751
js,score=0.177152446454751
vans,score=0.177152446454751
warned,score=0.177152446454751
insulting,score=0.177152446454751
peep,score=0.177152446454751
amounts,score=0.177152446454751
#storybehindmyscar,score=0.177152446454751
blackboard,score=0.177152446454751
wrk,score=0.177152446454751
#sodone,score=0.177152446454751
inappropriate,score=0.177152446454751
opposing,score=0.177152446454751
sliding,score=0.177152446454751
puttin,score=0.177152446454751
technique,score=0.177152446454751
cheats,score=0.177152446454751
cycling,score=0.177152446454751
valuable,score=0.177152446454751
wana,score=0.177152446454751
#idontcare,score=0.177152446454751
shade,score=0.177152446454751
250,score=0.177152446454751
emailed,score=0.177152446454751
swinging,score=0.177152446454751
mode,score=0.177152446454751
benitez,score=0.177152446454751
#hungover,score=0.177152446454751
stove,score=0.177152446454751
#ruined,score=0.177152446454751
hospitals,score=0.177152446454751
bursting,score=0.177152446454751
queue,score=0.177152446454751
#ow,score=0.177152446454751
leopard,score=0.177152446454751
residence,score=0.177152446454751
worst,score=0.175617526736668
manager,score=0.175345761229802
early,score=0.174510436991912
speak,score=0.173772923130099
hurt,score=0.17371601695617
hit,score=0.173407663164526
teachers,score=0.173298877138761
stays,score=0.173079121067115
rat,score=0.172832785310235
pretend,score=0.172554737206122
waking,score=0.172453925673197
enter,score=0.172238431652322
#great,score=0.172238431652322
johnson,score=0.172238431652322
damage,score=0.172238431652322
ma,score=0.172026858605939
stuff,score=0.171630621270443
blunt,score=0.171454425340113
hoodie,score=0.171454425340113
dnt,score=0.17129877120329
fag,score=0.17096047620683
tearing,score=0.17096047620683
tables,score=0.170372759469372
#broken,score=0.170372759469372
photos,score=0.170241568914904
scarf,score=0.169661774725593
company,score=0.169661774725593
whip,score=0.169661774725593
allowed,score=0.169661774725593
battery,score=0.169430400360841
regretting,score=0.168784196784234
schedule,score=0.168494383711637
aren,score=0.168444118562967
sport,score=0.168263499037505
lighter,score=0.167673702500207
quote,score=0.167673702500207
bitter,score=0.167673702500207
selection,score=0.167673702500207
wish,score=0.166789659419205
cracks,score=0.166223375922561
highway,score=0.166223375922561
maroon,score=0.166223375922561
boxes,score=0.166223375922561
cameron,score=0.166223375922561
disrespect,score=0.165317988807748
net,score=0.165317988807748
contact,score=0.164882353862937
tl,score=0.164882353862937
bottom,score=0.16453398249554
#nojoke,score=0.164249041618843
#hard,score=0.164249041618843
wot,score=0.164249041618843
layout,score=0.164249041618843
trained,score=0.164249041618843
prevent,score=0.164249041618843
circus,score=0.164249041618843
fighter,score=0.164249041618843
greedy,score=0.164249041618843
ig,score=0.164249041618843
babysitting,score=0.164249041618843
screams,score=0.164249041618843
get,score=0.164111676150932
sisters,score=0.163709376198298
cars,score=0.163638727288028
manage,score=0.163546794398973
packet,score=0.162967811462795
tool,score=0.162482256706957
#boring,score=0.162069204243423
figure,score=0.161648259918786
importance,score=0.161404089486612
ra,score=0.161404089486612
firework,score=0.161404089486612
excessive,score=0.161404089486612
ruby,score=0.161404089486612
amsterdam,score=0.161404089486612
57,score=0.161404089486612
lambert,score=0.161404089486612
sly,score=0.161404089486612
gap,score=0.161404089486612
tiny,score=0.161404089486612
mirrors,score=0.161404089486612
netball,score=0.161404089486612
regret,score=0.161109321614176
cops,score=0.160485393969539
pen,score=0.16034532813837
drunk,score=0.160327083458974
birmingham,score=0.15945286935535
joint,score=0.15945286935535
jacket,score=0.15945286935535
doors,score=0.158887098477458
something,score=0.158668567892424
badly,score=0.157565313179446
82,score=0.156949739137232
reliable,score=0.156949739137232
carriage,score=0.156949739137232
sorrows,score=0.156949739137232
shorter,score=0.156949739137232
brent,score=0.156949739137232
tvs,score=0.156949739137232
wrapper,score=0.156949739137232
#theworst,score=0.156949739137232
scum,score=0.156949739137232
reverse,score=0.156949739137232
collecting,score=0.156949739137232
thr,score=0.156949739137232
directions,score=0.156949739137232
cleaner,score=0.156949739137232
newly,score=0.156949739137232
yhu,score=0.156949739137232
nottingham,score=0.156949739137232
stan,score=0.156949739137232
stuffed,score=0.156949739137232
wannabe,score=0.156949739137232
pavement,score=0.156949739137232
#tbt,score=0.156949739137232
resolve,score=0.156949739137232
lulu,score=0.156949739137232
shiz,score=0.156949739137232
talking,score=0.156390455006322
cheap,score=0.156099037256919
remind,score=0.155854448775817
being,score=0.155727245097451
hates,score=0.155594725379772
tied,score=0.155412459818345
everyone,score=0.155258049158827
conversation,score=0.155116558055571
backpack,score=0.154846688940453
lobby,score=0.154846688940453
washing,score=0.154846688940453
opinion,score=0.154372418122931
threw,score=0.154162928230052
tad,score=0.153621949044557
pal,score=0.153621949044557
lax,score=0.153621949044557
garage,score=0.153621949044557
cue,score=0.153621949044557
yur,score=0.153621949044557
gaming,score=0.153621949044557
question,score=0.153426541129915
sundays,score=0.152820345795221
numbers,score=0.152820345795221
woke,score=0.152361582363131
person,score=0.152307146214432
beds,score=0.152254894833024
shy,score=0.152254894833024
talkin,score=0.151834638470461
shaking,score=0.151834638470461
account,score=0.151453758633444
losing,score=0.151373915126675
letting,score=0.151331746833008
none,score=0.150653810680417
go,score=0.150242965217489
ima,score=0.150230788888487
whoa,score=0.148981569488055
hipster,score=0.148981569488055
wa,score=0.148981569488055
flames,score=0.148981569488055
ridiculousness,score=0.148981569488055
ruzzle,score=0.148981569488055
bachelor,score=0.148981569488055
piercings,score=0.148981569488055
waist,score=0.148981569488055
#shit,score=0.148981569488055
weapon,score=0.148981569488055
cant,score=0.148981569488055
coat,score=0.148981569488055
layin,score=0.148981569488055
wii,score=0.148981569488055
nowhere,score=0.148981569488055
justify,score=0.148981569488055
offense,score=0.148981569488055
kevin,score=0.148981569488055
ana,score=0.148981569488055
right,score=0.148441404338722
90,score=0.147690413724435
ex,score=0.147690413724435
sub,score=0.14752064884838
practically,score=0.146999408284064
ordering,score=0.146999408284064
liars,score=0.146805290065459
sack,score=0.146569023082671
wind,score=0.146569023082671
bench,score=0.146275207890312
earrings,score=0.145899902950647
aaron,score=0.145899902950647
business,score=0.145647727939854
turn,score=0.145585980486917
trouble,score=0.145138578208887
actual,score=0.145052291348165
straight,score=0.144983997465905
pepsi,score=0.144717170701597
pockets,score=0.144717170701597
stare,score=0.144717170701597
warning,score=0.144717170701597
welsh,score=0.144717170701597
email,score=0.144487179900216
forcing,score=0.143704512387211
rn,score=0.143704512387211
hold,score=0.143328643185267
packers,score=0.142061126643481
tt,score=0.142061126643481
cabinet,score=0.142061126643481
gg,score=0.142061126643481
80,score=0.142061126643481
jokes,score=0.142061126643481
feast,score=0.142061126643481
4s,score=0.142061126643481
orthodontist,score=0.142061126643481
oxygen,score=0.142061126643481
2am,score=0.142061126643481
nephews,score=0.142061126643481
dinners,score=0.142061126643481
paragraphs,score=0.142061126643481
dots,score=0.142061126643481
threats,score=0.142061126643481
hangs,score=0.142061126643481
pattern,score=0.142061126643481
finance,score=0.142061126643481
daycare,score=0.142061126643481
if,score=0.142040702710716
cinema,score=0.141076389980942
sticks,score=0.140784802283876
degrees,score=0.139952162768661
jeans,score=0.139952162768661
nooo,score=0.139764914383131
af,score=0.139635707069817
cus,score=0.138931233634553
profile,score=0.138931233634553
celebs,score=0.138931233634553
rafa,score=0.138931233634553
relatives,score=0.138931233634553
dear,score=0.138837605059044
mates,score=0.138237030205078
shes,score=0.138237030205078
throw,score=0.138059520663474
destroyed,score=0.13793173330147
seats,score=0.13793173330147
geez,score=0.13793173330147
fair,score=0.137650003478505
sorry,score=0.137543308359705
#again,score=0.137147111841052
dis,score=0.137147111841052
allll,score=0.137147111841052
boring,score=0.136514800722925
communication,score=0.135994373961244
solution,score=0.135994373961244
mom,score=0.135888092741035
mornings,score=0.135695732776405
split,score=0.135558549155914
#sucks,score=0.135558549155914
jeez,score=0.135188247355719
metro,score=0.135188247355719
craving,score=0.134869725295373
card,score=0.134711294394679
minute,score=0.134014767854736
tall,score=0.133233212519916
bed,score=0.132947865107507
else,score=0.131087079611504
artistic,score=0.130632430819858
curtis,score=0.130632430819858
addictive,score=0.130632430819858
agent,score=0.130632430819858
overweight,score=0.130632430819858
violated,score=0.130632430819858
coworkers,score=0.130632430819858
dresser,score=0.130632430819858
footie,score=0.130632430819858
#stuck,score=0.130632430819858
#nogood,score=0.130632430819858
property,score=0.130632430819858
deserved,score=0.130632430819858
ull,score=0.130632430819858
crimbo,score=0.130632430819858
flour,score=0.130632430819858
#unity,score=0.130632430819858
wif,score=0.130632430819858
kev,score=0.130632430819858
ikea,score=0.130632430819858
clinton,score=0.130632430819858
whisper,score=0.130632430819858
urself,score=0.130632430819858
cellphone,score=0.130632430819858
pouring,score=0.130632430819858
canvas,score=0.130632430819858
somthing,score=0.130632430819858
reserve,score=0.130632430819858
policy,score=0.130632430819858
husbands,score=0.130632430819858
lockdown,score=0.130632430819858
#nufc,score=0.130632430819858
somethin,score=0.130632430819858
discipline,score=0.130632430819858
ariana,score=0.130632430819858
possess,score=0.130632430819858
guidance,score=0.130632430819858
stickers,score=0.130632430819858
yeh,score=0.130632430819858
slick,score=0.130632430819858
frequent,score=0.130632430819858
wales,score=0.130632430819858
weddings,score=0.130632430819858
urgent,score=0.130632430819858
tlk,score=0.130632430819858
sets,score=0.130632430819858
#ohshit,score=0.130632430819858
kris,score=0.130632430819858
buddha,score=0.130632430819858
spears,score=0.130632430819858
infinity,score=0.130632430819858
downfall,score=0.130632430819858
topped,score=0.130632430819858
scoop,score=0.130632430819858
#loneliness,score=0.130632430819858
take,score=0.130577766594847
their,score=0.130207049742902
pictures,score=0.129737175612347
forgot,score=0.129591035255812
fool,score=0.128778862170535
wouldnt,score=0.128658096516141
parts,score=0.128520497616715
central,score=0.128178441858292
bear,score=0.128178441858292
gym,score=0.127108198097329
settle,score=0.12700266276928
muscle,score=0.12700266276928
soo,score=0.126913571941121
chip,score=0.126508713635996
cycle,score=0.126508713635996
wants,score=0.126325560097874
wallet,score=0.126207644839503
gee,score=0.125859152067201
crush,score=0.125663476496671
bunch,score=0.125114088081412
yah,score=0.124966693284181
lockout,score=0.124966693284181
house,score=0.124505693185213
sleeping,score=0.124431600076015
purpose,score=0.124382410474687
money,score=0.124288956897683
totes,score=0.123663761503765
automatic,score=0.123663761503765
#letdown,score=0.123663761503765
site,score=0.123663761503765
prove,score=0.12323868179492
bored,score=0.122401931683343
amused,score=0.12158259529994
euro,score=0.12158259529994
bold,score=0.12158259529994
6pm,score=0.12158259529994
#lost,score=0.12158259529994
aspect,score=0.12158259529994
$5,score=0.12158259529994
wendy,score=0.12158259529994
doom,score=0.12158259529994
noble,score=0.12158259529994
thirsty,score=0.120852401766219
#thanks,score=0.120852401766219
adult,score=0.120852401766219
dang,score=0.120691991114608
type,score=0.12048005935584
not,score=0.120012563040836
lottery,score=0.119994032614803
hahaa,score=0.119994032614803
stresses,score=0.119994032614803
skipped,score=0.119994032614803
range,score=0.119332875565925
across,score=0.119209411154385
lay,score=0.118844475067816
stick,score=0.118630874835095
camera,score=0.118256035218809
shoes,score=0.118231917621403
problem,score=0.118171210382046
dog,score=0.118071879211844
ours,score=0.117729025983951
chomping,score=0.117729025983951
insult,score=0.117729025983951
theft,score=0.117729025983951
fri,score=0.117729025983951
evaluation,score=0.117729025983951
#unnecessary,score=0.117729025983951
ugg,score=0.117729025983951
tooooo,score=0.117729025983951
#are,score=0.117729025983951
frequently,score=0.117729025983951
seminar,score=0.117729025983951
lightly,score=0.117729025983951
hatin,score=0.117729025983951
#butreally,score=0.117729025983951
welfare,score=0.117729025983951
#missit,score=0.117729025983951
infected,score=0.117729025983951
gracious,score=0.117729025983951
arctic,score=0.117729025983951
iam,score=0.117729025983951
#down,score=0.117729025983951
spot,score=0.117729025983951
#comeback,score=0.117729025983951
objects,score=0.117729025983951
adrenaline,score=0.117729025983951
weirdos,score=0.117729025983951
nope,score=0.116893254936554
telly,score=0.116191746665064
ad,score=0.116191746665064
sleeps,score=0.116191746665064
sold,score=0.116033631398706
swing,score=0.115594553455318
parents,score=0.115511174958584
anytime,score=0.115277042736664
duty,score=0.114848563118596
programs,score=0.114238621044182
flooded,score=0.114238621044182
shooter,score=0.114238621044182
$10,score=0.114238621044182
minutes,score=0.11342070228712
call,score=0.112797563183824
dad,score=0.112718972851286
75,score=0.11261392531718
let,score=0.112557282534871
politics,score=0.111940297807706
whatever,score=0.111783705261191
bugs,score=0.111674517075244
worthless,score=0.111674517075244
#don,score=0.111674517075244
hair,score=0.111122335945808
middle,score=0.11073599049298
spare,score=0.110631764113189
cheeky,score=0.110631764113189
me,score=0.109419312969409
put,score=0.108374651858617
#blackops2,score=0.1081595749678
rushing,score=0.1081595749678
bricks,score=0.1081595749678
opponent,score=0.1081595749678
losses,score=0.1081595749678
acne,score=0.1081595749678
peas,score=0.1081595749678
ditto,score=0.1081595749678
ricky,score=0.1081595749678
fudge,score=0.1081595749678
colleagues,score=0.1081595749678
bagel,score=0.1081595749678
destruction,score=0.1081595749678
concept,score=0.1081595749678
claire,score=0.1081595749678
blocks,score=0.1081595749678
wayy,score=0.1081595749678
forreal,score=0.1081595749678
commute,score=0.1081595749678
false,score=0.1081595749678
particularly,score=0.1081595749678
selected,score=0.1081595749678
demi,score=0.1081595749678
nicely,score=0.1081595749678
posters,score=0.1081595749678
#fire,score=0.1081595749678
karate,score=0.1081595749678
principal,score=0.1081595749678
cheerleading,score=0.1081595749678
nurses,score=0.1081595749678
bt,score=0.1081595749678
audacity,score=0.1081595749678
pose,score=0.1081595749678
tells,score=0.1081595749678
jumps,score=0.1081595749678
say,score=0.107496225026394
burning,score=0.106990667762818
wouldn,score=0.106990667762818
cod,score=0.106359394463652
#sadtweet,score=0.10586336270745
noooo,score=0.105496457548316
balls,score=0.105265216941435
knees,score=0.104990000206521
brothers,score=0.104807884015888
foot,score=0.104775476983559
having,score=0.104508603405919
cuppa,score=0.104245675646663
partying,score=0.104245675646663
words,score=0.103217807057021
#need,score=0.103044474301029
spicy,score=0.103044474301029
thursdays,score=0.103044474301029
volunteer,score=0.103044474301029
#slut,score=0.103044474301029
snowing,score=0.102709970200235
walmart,score=0.102328654657007
bloke,score=0.102117260511837
buy,score=0.101617978219745
bridge,score=0.101515032249131
shouldn,score=0.101286695680038
turns,score=0.10110814474791
inform,score=0.100779467670177
rex,score=0.100779467670177
disconnected,score=0.100779467670177
napping,score=0.100779467670177
intention,score=0.100779467670177
sticker,score=0.100779467670177
statements,score=0.100779467670177
sherlock,score=0.100779467670177
struggling,score=0.10006236473518
difficult,score=0.0997105204812721
replied,score=0.0995015122246851
pll,score=0.0995015122246851
client,score=0.0995015122246851
keep,score=0.0989307685301781
planner,score=0.098680831013256
ouch,score=0.098680831013256
ik,score=0.098680831013256
accent,score=0.0982794663680926
cuz,score=0.0981092391142983
doll,score=0.0976882751005044
beating,score=0.0976882751005044
snows,score=0.0976882751005044
sends,score=0.0976882751005044
lame,score=0.0976882751005044
dads,score=0.0976882751005044
woulda,score=0.0976882751005044
cousins,score=0.0973653298369192
nicki,score=0.0971097387812148
cow,score=0.0969024204431653
answers,score=0.0967308791441769
water,score=0.0967028211764137
leg,score=0.0966320697967323
five,score=0.0966135839707388
heels,score=0.0961112364516253
again,score=0.0957343844819988
cross,score=0.0956258388205431
toaster,score=0.0949143482177791
approximately,score=0.0949143482177791
#wideawake,score=0.0949143482177791
melted,score=0.0949143482177791
regarding,score=0.0949143482177791
tabs,score=0.0949143482177791
appalling,score=0.0949143482177791
#shaking,score=0.0949143482177791
#fuckedup,score=0.0949143482177791
espn,score=0.0949143482177791
tornado,score=0.0949143482177791
painted,score=0.0949143482177791
cage,score=0.0949143482177791
roman,score=0.0949143482177791
lifes,score=0.0949143482177791
dawg,score=0.0949143482177791
give,score=0.0944990781379526
wet,score=0.0930138091598049
naturally,score=0.0928921028370112
nhl,score=0.0928921028370112
sudden,score=0.0925950584266881
pe,score=0.0924112179996605
decided,score=0.0917072404978663
ocd,score=0.0916302730165892
except,score=0.0916302730165892
android,score=0.0916302730165892
lecturer,score=0.0910232927248125
wheel,score=0.0907678322559305
lip,score=0.0905379736179801
publicly,score=0.0901410694651215
commentary,score=0.0901410694651215
illinois,score=0.0901410694651215
tshirt,score=0.0901410694651215
icon,score=0.0901410694651215
attempted,score=0.0901410694651215
box,score=0.0901410694651215
survivor,score=0.0901410694651215
fixing,score=0.0901410694651215
fuss,score=0.0901410694651215
tn,score=0.0901410694651215
road,score=0.0900450679290231
truck,score=0.0896061670720519
record,score=0.0892910906634169
talks,score=0.0891985623265477
pathetic,score=0.0890290933692237
leather,score=0.0887414891106981
pad,score=0.0887414891106981
treat,score=0.0882532078509968
hangout,score=0.0880728164010623
mondays,score=0.0880728164010623
reason,score=0.0878369209802713
convo,score=0.087681043624259
snap,score=0.0872416763061188
shortest,score=0.0861806682490245
humming,score=0.0861806682490245
loans,score=0.0861806682490245
dese,score=0.0861806682490245
pets,score=0.0861806682490245
suspicious,score=0.0861806682490245
downs,score=0.0861806682490245
emma,score=0.0861806682490245
notices,score=0.0861806682490245
neva,score=0.0861806682490245
flavour,score=0.0861806682490245
pros,score=0.0861806682490245
630,score=0.0861806682490245
crosby,score=0.0861806682490245
ba,score=0.0861806682490245
requested,score=0.0861806682490245
washes,score=0.0861806682490245
suite,score=0.0861806682490245
poppin,score=0.0861806682490245
youuuu,score=0.0861806682490245
meter,score=0.0861806682490245
brb,score=0.0861806682490245
eugh,score=0.0861806682490245
consuming,score=0.0861806682490245
chops,score=0.0861806682490245
sterling,score=0.0861806682490245
nra,score=0.0861806682490245
cement,score=0.0861806682490245
breakup,score=0.0861806682490245
certificate,score=0.0861806682490245
revised,score=0.0861806682490245
blades,score=0.0861806682490245
bullies,score=0.0861806682490245
#hahaha,score=0.0861806682490245
sloth,score=0.0861806682490245
filter,score=0.0861806682490245
$20,score=0.0861806682490245
purchasing,score=0.0861806682490245
fin,score=0.0861806682490245
chanel,score=0.0861806682490245
lawyers,score=0.0861806682490245
unpredictable,score=0.0861806682490245
underrated,score=0.0861806682490245
thee,score=0.0861806682490245
sweatshirt,score=0.0861806682490245
$40,score=0.0861806682490245
hamlet,score=0.0861806682490245
sheesh,score=0.0861806682490245
wiv,score=0.0861806682490245
#iwish,score=0.0861806682490245
cave,score=0.0861806682490245
contacted,score=0.0861806682490245
73,score=0.0861806682490245
robinson,score=0.0861806682490245
directioners,score=0.0861806682490245
pump,score=0.0861806682490245
theres,score=0.0858026678665232
isn,score=0.0856257805995331
mean,score=0.0855559192439211
mistakes,score=0.0853904667065235
everything,score=0.0852307750405786
ignorance,score=0.0844430483504837
add,score=0.0842586995620548
ring,score=0.083993509120616
menu,score=0.0838949529681684
abs,score=0.0838949529681684
instead,score=0.0838949529681684
marks,score=0.0832863102226599
option,score=0.0828417669835099
spray,score=0.0828417669835099
laura,score=0.0828417669835099
falcons,score=0.0828417669835099
meals,score=0.0828417669835099
independent,score=0.0828417669835099
dogs,score=0.0828417669835099
acknowledge,score=0.0828417669835099
window,score=0.0826804896668148
heat,score=0.0826065005431822
doctors,score=0.082335566010919
gate,score=0.0818422666504263
skipping,score=0.0818422666504263
blowing,score=0.0816484494194678
gosh,score=0.0811377932151627
level,score=0.0804996842155944
sometimes,score=0.080340154793109
#boredom,score=0.0799886980011035
#awks,score=0.0799886980011035
handled,score=0.0799886980011035
mn,score=0.0799886980011035
fedex,score=0.0799886980011035
md,score=0.0799886980011035
merlin,score=0.0799886980011035
intend,score=0.0799886980011035
elena,score=0.0799886980011035
textbooks,score=0.0799886980011035
behalf,score=0.0799886980011035
shipped,score=0.0799886980011035
bedroom,score=0.0799886980011035
wrists,score=0.0799886980011035
flickering,score=0.0799886980011035
rethink,score=0.0799886980011035
summit,score=0.0799886980011035
uc,score=0.0799886980011035
#murder,score=0.0799886980011035
#honestly,score=0.0799886980011035
bonus,score=0.0799886980011035
fiction,score=0.0799886980011035
edited,score=0.0799886980011035
betrayed,score=0.0799886980011035
#seriouslythough,score=0.0799886980011035
procrastinate,score=0.0799886980011035
meg,score=0.0799886980011035
hits,score=0.0799886980011035
05,score=0.0799886980011035
claimed,score=0.0799886980011035
youuu,score=0.0799886980011035
#ignored,score=0.0799886980011035
reduced,score=0.0799886980011035
pull,score=0.0796971103040381
disappointed,score=0.0791277422871384
name,score=0.0790514908097291
goes,score=0.0789604202755374
half,score=0.0786772224032927
places,score=0.0779886973344364
15,score=0.0775884144625327
peak,score=0.07752260550591
offended,score=0.07752260550591
mud,score=0.07752260550591
sheet,score=0.0767732611471291
dishes,score=0.0767732611471291
smaller,score=0.0767732611471291
nothing,score=0.0764563735935581
cutting,score=0.0764108766532193
mile,score=0.0761972242648413
extra,score=0.0760563295833825
sentence,score=0.0759564344731649
adams,score=0.0753697521448089
